doi,author_list,abstract_change,change_outcomes,preprint_main_total,paper_main_total,panel_change,ave_figs_preprint,ave_figs_paper,ave_figs_change,source_data,peer_review,comments_count,twitter,blogs,news,citations,impact,X1,source,posted_date,covid_preprint,title,n_versions,n_words,n_refs,n_figs,n_tables,license,type,category,authors,n_authors,author_corresponding,author_corresponding_institution,institution_match_score,institution_match_type,institution_match_name,institution_match_country_name,institution_match_country_code,published_doi.x,published_title,published_date,published_journal,published_publisher,delay_in_days,published_article_is_oa,published_article_oa_status,published_journal_is_oa
10.1101/19013318,0,0,0,12,15,3,3,3.75,0.75,-1,0,0,6,0,0,0,4.171,29923,medrxiv,29/11/2019,FALSE,Quantitative Analysis of Ablation Technique Predicts Arrhythmia Recurrence Following Atrial Fibrillation Ablation,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,cardiovascular medicine,"Jankelson, L.; Dai, M.; Bernstein, S.; Park, D.; Holmes, D.; Aizer, A.; Chinitz, L.; Barbhaiya, C.",8,Lior Jankelson,NYU School of Medicine,1,PHRASE,New York University School of Medicine,United States,US,10.1016/j.ahj.2019.11.011,Quantitative analysis of ablation technique predicts arrhythmia recurrence following atrial fibrillation ablation,27/11/2019,American Heart Journal,Elsevier BV,-2,TRUE,green,FALSE
10.1101/19010462,0,1,3,8,7,-1,1.2,1.75,0.55,-1,0,0,2,0,0,0,4.27,29777,medrxiv,05/11/2019,FALSE,Identifying Acute Low Back Pain Episodes in Primary Care Practice from Clinical Notes,3,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,health informatics,"Miotto, R.; Percha, B. L.; Glicksberg, B. S.; Lee, H.-C.; Cruz, L.; Dudley, J. T.; Nabeel, I.",7,Ismail Nabeel,Icahn School of Medicine at Mount Sinai,1,PHRASE,Icahn School of Medicine at Mount Sinai,United States,US,10.2196/16878,Identifying Acute Low Back Pain Episodes in Primary Care Practice From Clinical Notes: Observational Study,15/12/2019,JMIR Medical Informatics,JMIR Publications Inc.,40,TRUE,gold,TRUE
10.1101/19012112,0,0,0,9,9,0,3.5,4.5,1,-1,0,0,10,0,0,0,5.872,29844,medrxiv,18/11/2019,FALSE,"Behavioral effects of multiple-dose oxytocin treatment in autism: A randomized, placebo-controlled trial with long-term follow-up",1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Bernaerts, S.; Boets, B.; Bosmans, G.; Steyaert, J.; Alaerts, K.",5,Kaat Alaerts,KU Leuven,1,PHRASE,KU Leuven,Belgium,BE,10.1186/s13229-020-0313-1,"Behavioral effects of multiple-dose oxytocin treatment in autism: a randomized, placebo-controlled trial with long-term follow-up",15/01/2020,Molecular Autism,Springer Science and Business Media LLC,58,TRUE,gold,TRUE
10.1101/19006502,0,0,0,13,13,0,2.166666667,2.166666667,-3.33e-10,0,0,0,6,0,0,2,4.367,29477,medrxiv,13/09/2019,FALSE,Village-scale persistence and elimination of gambiense human African trypanosomiasis,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,epidemiology,"Davis, C. N.; Rock, K. S.; Mwamba Miaka, E.; Keeling, M. J.",4,Matt J Keeling,University of Warwick,1,PHRASE,University of Warwick,United Kingdom,GB,10.1371/journal.pntd.0007838,Village-scale persistence and elimination of gambiense human African trypanosomiasis,28/10/2019,PLOS Neglected Tropical Diseases,Public Library of Science (PLoS),45,TRUE,gold,TRUE
10.1101/2020.01.07.20016816,0,0,0,7,7,0,1.4,1.4,0,NA,0,0,2,0,0,0,3.702,62828,medrxiv,10/01/2020,FALSE,Informative Frailty Indices from Binarized Biomarkers,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,health informatics,"Stubbings, G. M.; Farrell, S.; Mitnitski, A.; Rockwood, K.; Rutenberg, A.",5,Andrew Rutenberg,Dalhousie University,1,PHRASE,Dalhousie University,Canada,CA,10.1007/s10522-020-09863-1,Informative frailty indices from binarized biomarkers,10/03/2020,Biogerontology,Springer Science and Business Media LLC,60,TRUE,green,FALSE
10.1101/2019.12.17.19014415,0,0,2,9,9,0,3.5,3,-0.5,-1,0,0,11,0,0,0,4.185,30027,medrxiv,18/12/2019,FALSE,Cortical thickness and formal thought disorder in schizophrenia: An ultra high-field network-based morphometry study,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Palaniyappan, L.; Al-Radaideh, A.; Gowland, P.; Liddle, P.",4,Lena Palaniyappan,University of Western Ontario,1,PHRASE,Western University,Canada,CA,10.1016/j.pnpbp.2020.109911,Cortical thickness and formal thought disorder in schizophrenia: An ultra high-field network-based morphometry study,06/03/2020,Progress in Neuro-Psychopharmacology and Biological Psychiatry,Elsevier BV,79,TRUE,green,FALSE
10.1101/19006171,0,0,1,12,12,0,2,2.4,0.4,0,0,0,1,0,0,0,9.455,29479,medrxiv,16/09/2019,FALSE,Deep-learning-based Prediction of Late Age-Related Macular Degeneration Progression,2,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,ophthalmology,"Yan, Q.; Weeks, D. E.; Xin, H.; Huang, H.; Swaroop, A.; Chew, E. Y.; Ding, Y.; Chen, W.",8,Qi Yan,University of Pittsburgh,1,PHRASE,University of Pittsburgh,United States,US,10.1038/s42256-020-0154-9,Deep-learning-based prediction of late age-related macular degeneration progression,14/02/2020,Nature Machine Intelligence,Springer Science and Business Media LLC,151,TRUE,green,FALSE
10.1101/19007666,0,0,2,12,12,0,1,1.2,0.2,0,1,0,6,0,2,1,2.766,29552,medrxiv,27/09/2019,FALSE,Tumor Necrosis Factor (TNF) Blocking Agents Reduce Risk for Alzheimer's Disease in Patients with Rheumatoid Arthritis and Psoriasis,2,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,neurology,"Zhou, M.; Kaelber, D.; Xu, R.; Gurney, M.",4,Mengshi Zhou,Case Western Reserve University,1,PHRASE,Case Western Reserve University,United States,US,10.1371/journal.pone.0229819,Tumor Necrosis Factor (TNF) blocking agents are associated with lower risk for Alzheimer’s disease in patients with rheumatoid arthritis and psoriasis,23/03/2020,PLOS ONE,Public Library of Science (PLoS),178,TRUE,gold,TRUE
10.1101/2020.01.05.20016568,0,0,0,8,8,0,2,2.666666667,0.666666667,0,1,0,3,0,0,0,2.766,62816,medrxiv,10/01/2020,FALSE,FDA orphan drug designations for lysosomal storage disorders - a cross sectional analysis,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Garbade, S. F.; Zielonka, M.; Mechler, K.; Koelker, S.; Hoffmann, G. F.; Staufner, C.; Mengel, E.; Ries, M.",8,Markus Ries,"Division of Pediatric Neurology and Metabolic Medicine, Center for Pediatric and Adolescent Medicine, University Hospital Heidelberg, Heidelberg, Germany",1,PHRASE,University Hospital Heidelberg,Germany,DE,10.1371/journal.pone.0230898,FDA orphan drug designations for lysosomal storage disorders – a cross-sectional analysis,08/04/2020,PLOS ONE,Public Library of Science (PLoS),89,TRUE,gold,TRUE
10.1101/19010579,0,0,0,6,6,0,1,6,5,-1,0,0,5,0,0,0,3.364,29757,medrxiv,02/11/2019,FALSE,Egocentric Sexual Networks of Men Who Have Sex with Men in the United States: Results from the ARTnet Study,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,epidemiology,"Weiss, K. M.; Goodreau, S. M.; Morris, M.; Prasad, P.; Ramaraju, R.; Sanchez, T.; Jenness, S. M.",7,Samuel M Jenness,"Department of Epidemiology, Emory University",1,PHRASE,Emory University,United States,US,10.1016/j.epidem.2020.100386,Egocentric sexual networks of men who have sex with men in the United States: Results from the ARTnet study,24/01/2020,Epidemics,Elsevier BV,83,TRUE,gold,TRUE
10.1101/19011049,0,0,0,11,11,0,2.5,2.75,0.25,0,0,0,1,0,0,0,NA,29861,medrxiv,22/11/2019,FALSE,An international multicenter examination of MOG antibody assays,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Reindl, M.; Schanda, K.; Woodhall, M.; Tea, F.; Ramanathan, S.; Sagen, J.; Fryer, J.; Mills, J.; Tegen, B.; Mindorf, S.; Ritter, N.; Krummrei, U.; Stocker, W.; Eggert, J.; Flanagan, E. P.; Ramberger, M.; Hegen, H.; Rostasy, K.; Berger, T.; Leite, M. I.; Palace, J.; Irani, S. R.; Dale, R.; Probst, C.; Probst, M.; Brilot, F.; Pittock, S.; Waters, P.",28,Markus Reindl,"Medical University of Innsbruck, Austria",NA,NA,NA,NA,NA,10.1212/nxi.0000000000000674,International multicenter examination of MOG antibody assays,06/02/2020,Neurology - Neuroimmunology Neuroinflammation,Ovid Technologies (Wolters Kluwer Health),76,TRUE,gold,TRUE
10.1101/19008953,0,0,0,3,3,0,NA,NA,0,NA,0,0,2,0,0,1,5.548,29682,medrxiv,22/10/2019,FALSE,German Recommendations for Physical Activity and Physical Activity Promotion in Adults with Noncommunicable Diseases,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Geidl, W.; Abu-Omar, K.; Weege, M.; Messing, S.; Pfeifer, K.",5,Wolfgang Geidl,Friedrich-Alexander University Erlangen-Nuernberg,NA,NA,NA,NA,NA,10.1186/s12966-020-0919-x,German recommendations for physical activity and physical activity promotion in adults with noncommunicable diseases,05/02/2020,International Journal of Behavioral Nutrition and Physical Activity,Springer Science and Business Media LLC,106,TRUE,gold,TRUE
10.1101/19008227,0,0,0,10,10,0,1.5,2.5,1,-1,0,0,2,0,0,0,2.894,29623,medrxiv,10/10/2019,FALSE,Molecular point-of-care testing for influenza A/B and respiratory syncytial virus: comparison of workflow parameters for the ID Now and cobas Liat systems,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,infectious diseases,"Young, S.; Phillips, J.; Christen Griego-Fullbright, C.; Wagner, A.; Jim, P.; Chaudhuri, S.; Tang, S.; Sickler, J.",8,Stephen Young,"TriCore Reference Laboratories, Albuquerque, New Mexico, USA",NA,NA,NA,NA,NA,10.1136/jclinpath-2019-206242,Molecular point-of-care testing for influenza A/B and respiratory syncytial virus: comparison of workflow parameters for the ID Now and cobas Liat systems,11/12/2019,Journal of Clinical Pathology,BMJ,62,TRUE,hybrid,FALSE
10.1101/19011064,0,1,0,4,4,0,NA,NA,0,1,0,0,1,0,0,0,2.042,29822,medrxiv,14/11/2019,FALSE,"Factors associated with risk of developmental delay in preschool children in a setting with high rates of malnutrition: a cross-sectional analysis of data from the IHOPE study, Madagascar",1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,public and global health,"Miller, A. C.; Garchitorena, A.; Rabemananjara, F.; Cordier, L.; Randriamanambintsoa, M.; Rabeza, V.; Rahaniraka Razanadrakoto, H.-T.; Rakoto Ramakasoa, R.; RamahefarisonTiana, O.; Ratsimbazafy, B. N.; Ouenzar, M. A.; Bonds, M. H.; Ratsifandrihamanana, L.",13,Ann C Miller,Harvard Medical School,1,PHRASE,Harvard Medical School,United States,US,10.1186/s12887-020-1985-6,"Factors associated with risk of developmental delay in preschool children in a setting with high rates of malnutrition: a cross-sectional analysis of data from the IHOPE study, Madagascar",06/03/2020,BMC Pediatrics,Springer Science and Business Media LLC,113,TRUE,gold,TRUE
10.1101/2020.02.15.20023374,0,0,0,2,2,0,NA,NA,0,-1,0,0,6,0,0,0,4.454,63204,medrxiv,18/02/2020,FALSE,SMPD1 variants do not have a major role in REM sleep behavior disorder,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,neurology,"Rudakou, U.; Futhey, N. C.; Krohn, L. M.; Ruskey, J. A.; Heilbron, K.; Cannon, P.; Alam, A.; Arnulf, I.; Hu, M. T. M.; Montplaisir, J. Y.; Gagnon, J.-F.; Desautels, A.; Dauvilliers, Y.; Toffoli, M.; Gigli, G. L.; Valente, M.; Ho¨gl, B.; Stefani, A.; Holzknecht, E.; Sonka, K.; Kemlink, D.; Oertel, W.; Janzen, A.; Plazzi, G.; Antelmi, E.; Figorilli, M.; Puligheddu, M.; Mollenhauer, B.; Trenkwalder, C.; Sixel-Do¨ring, F.; Cochen De Cock, V.; Monaca, C. C.; Heidbreder, A.; Ferini-Strambi, L.; Dijkstre, F.; Viaene, M.; Beatriz, A.; Boeve, B. F.; Postuma, R. B.; Rouleau, G.; Gan-Or, Z.",41,Ziv Gan-Or,McGill University,1,PHRASE,McGill University,Canada,CA,10.1016/j.neurobiolaging.2020.04.005,SMPD1 variants do not have a major role in rapid eye movement sleep behavior disorder,18/04/2020,Neurobiology of Aging,Elsevier BV,60,TRUE,green,FALSE
10.1101/19007161,1,1,2,5,6,1,1.5,3,1.5,-1,0,0,4,0,0,0,4.691,29520,medrxiv,20/09/2019,FALSE,A polygenic predictor of treatment-resistant depression using whole exome sequencing and genome-wide genotyping,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Fabbri, C.; Kasper, S.; Kautzky, A.; Zohar, J.; Montgomery, S.; Albani, D.; Forloni, G.; Ferentinos, P.; Rujescu, D.; Mendlewicz, J.; Uher, R.; Lewis, C.; Serretti, A.",13,Alessandro Serretti,University of Bologna,1,PHRASE,University of Bologna,Italy,IT,10.1038/s41398-020-0738-5,A polygenic predictor of treatment-resistant depression using whole exome sequencing and genome-wide genotyping,17/02/2020,Translational Psychiatry,Springer Science and Business Media LLC,150,TRUE,gold,TRUE
10.1101/19007401,0,0,2,6,7,1,1,1.4,0.4,1,1,0,2,0,0,0,2.027,29545,medrxiv,25/09/2019,FALSE,Prevalence of diabetic peripheral neuropathy in Africa: A systematic review and meta-analysis,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,endocrinology,"shiferaw, w. s.; Yirga, T.; Worku, Y.; Aynalem, Y. A.",4,wondimeneh shibabaw shiferaw,debre berhan university,1,PHRASE,Debre Berhan University,Ethiopia,ET,10.1186/s12902-020-0534-5,Prevalence of diabetic peripheral neuropathy in Africa: a systematic review and meta-analysis,15/04/2020,BMC Endocrine Disorders,Springer Science and Business Media LLC,203,TRUE,gold,TRUE
10.1101/19006478,1,1,2,7,8,1,2.5,4,1.5,-1,0,0,2,0,0,0,NA,29472,medrxiv,13/09/2019,FALSE,Multifocal breast cancers are more prevalent in BRCA2 versus BRCA1 mutation carriers,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,surgery,"McCrorie, A. D.; Ashfield, S.; McIlmunn, C.; Morrison, P. J.; Boyd, C.; Savage, K. I.; McIntosh, S. A.",7,Stuart A McIntosh,Queen\'s University Belfast,NA,NA,NA,NA,NA,10.1002/cjp2.155,"Multifocal breast cancers are more prevalent in
            BRCA2
            versus
            BRCA1
            mutation carriers",05/02/2020,The Journal of Pathology: Clinical Research,Wiley,145,TRUE,gold,TRUE
10.1101/19006635,0,0,0,9,9,0,2.333333333,3,0.666666667,0,0,0,24,0,0,0,9.937,29561,medrxiv,02/10/2019,FALSE,Spinal muscular atrophy diagnosis and carrier screening from whole-genome sequencing data,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Chen, X.; Sanchis-Juan, A.; French, C. E.; Connell, A. J.; Chawla, A.; Halpern, A. L.; Taft, R. J.; NIHR BioResource,  ; Bentley, D. R.; Butchbach, M. E.; Raymond, F. L.; Eberle, M. A.",12,Michael A Eberle,"Illumina, Inc",1,PHRASE,Illumina (United States),United States,US,10.1038/s41436-020-0754-0,Spinal muscular atrophy diagnosis and carrier screening from genome sequencing data,18/02/2020,Genetics in Medicine,Springer Science and Business Media LLC,139,TRUE,hybrid,FALSE
10.1101/19006957,0,1,0,12,12,0,3,4,1,0,0,0,2,0,0,0,1.67,29506,medrxiv,18/09/2019,FALSE,Using Hierarchical Clustering to Explore Patterns of Deprivation Among English Local Authorities,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Senior, S. L.",1,Steven L Senior,University of Manchester,1,PHRASE,University of Manchester,United Kingdom,GB,10.1093/pubmed/fdz182,Using hierarchical clustering to explore patterns of deprivation among English local authorities,05/12/2019,Journal of Public Health,Oxford University Press (OUP),78,TRUE,green,FALSE
10.1101/19006650,0,1,0,9,9,0,1.75,2.25,0.5,1,0,0,50,0,0,0,3.869,29502,medrxiv,18/09/2019,FALSE,Predicting individual clinical trajectories of depression with generative embedding,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Fra¨ssle, S.; Marquand, A. F.; Schmaal, L.; Dinga, R.; Veltman, D. J.; van der Wee, N. J. A.; van Tol, M.-J.; Scho¨bi, D.; Penninx, B. W. J. H.; Stephan, K. E.",10,Stefan Frässle,Translational Neuromodeling Unit (TNU),NA,NA,NA,NA,NA,10.1016/j.nicl.2020.102213,Predicting individual clinical trajectories of depression with generative embedding,17/02/2020,NeuroImage: Clinical,Elsevier BV,152,TRUE,gold,TRUE
10.1101/19006031,0,1,0,15,15,0,6,7.5,1.5,1,0,0,27,0,0,0,4.129,29458,medrxiv,09/09/2019,FALSE,Cognitive functioning and lifetime Major Depressive Disorder in UK Biobank,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"de Nooij, L.; Harris, M. A.; Adams, M. J.; Clarke, T.-K.; Shen, X.; Cox, S. R.; McIntosh, A. M.; Whalley, H. C.",8,Laura de Nooij,University of Edinburgh,1,PHRASE,University of Edinburgh,United Kingdom,GB,10.1192/j.eurpsy.2020.24,Cognitive functioning and lifetime major depressive disorder in UK Biobank,21/02/2020,European Psychiatry,Royal College of Psychiatrists,165,TRUE,gold,TRUE
10.1101/2019.12.30.19016154,0,0,0,9,9,0,1.5,2.25,0.75,1,1,0,1,0,0,0,5.583,62788,medrxiv,02/01/2020,FALSE,Evaluating the performance of the WHO international reference standard for osteoporosis diagnosis in postmenopausal women of varied polygenic score and race,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,epidemiology,"Wu, Q.; Xiao, X.; Xu, Y.",3,Qing Wu,UNIVERSITY OF NEVADA LAS VEGAS,1,PHRASE,"University of Nevada, Las Vegas",United States,US,10.3390/jcm9020499,Evaluating the Performance of the WHO International Reference Standard for Osteoporosis Diagnosis in Postmenopausal Women of Varied Polygenic Score and Race,25/02/2020,Journal of Clinical Medicine,MDPI AG,54,TRUE,gold,TRUE
10.1101/2019.12.17.19015198,0,2,4,5,5,0,NA,NA,0,-1,0,0,1,0,0,0,1.797,30051,medrxiv,21/12/2019,FALSE,"Cost of hypertension illness and associated factors among patients attending hospitals in Southwest Shewa Zone, Oromia Regional State, Ethiopia.",1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,health economics,"Bogale, A. B.; Lemma, T. D.; Daka, D. W.",3,Dawit W Daka,Jimma University,1,PHRASE,Jimma University,Ethiopia,ET,10.2147/ceor.s241591,"<p>Cost of Hypertension Illness and Associated Factors Among Patients Attending Hospitals in Southwest Shewa Zone, Oromia Regional State, Ethiopia</p>",09/04/2020,ClinicoEconomics and Outcomes Research,Informa UK Limited,110,TRUE,gold,TRUE
10.1101/2020.02.10.20021758,0,0,0,8,8,0,1.25,2,0.75,1,0,0,1,0,0,0,3.783,63143,medrxiv,12/02/2020,FALSE,Metabolomic changes associated with frontotemporal lobar degeneration syndromes,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,neurology,"Murley, A. G.; Jones, P. S.; Coyle-Gilchrist, I.; Bowns, L.; Wiggins, J.; Tsvetanov, K. A.; Rowe, J. B.",7,Alexander G. Murley,University of Cambridge,1,PHRASE,University of Cambridge,United Kingdom,GB,10.1007/s00415-020-09824-1,Metabolomic changes associated with frontotemporal lobar degeneration syndromes,10/04/2020,Journal of Neurology,Springer Science and Business Media LLC,58,TRUE,hybrid,FALSE
10.1101/2020.01.13.20016360,0,0,0,9,9,0,3.5,4.5,1,-1,0,0,11,0,0,0,5.414,62864,medrxiv,16/01/2020,FALSE,"Locus coeruleus pathology in progressive supranuclear palsy, and its relation to disease severity.",1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Kaalund, S. S.; Passamonti, L.; Allinson, K. S.; Murley, A. G.; Robbins, T.; Spillantini, M. G.; Rowe, J.",7,Sanne S Kaalund,University of Cambridge,1,PHRASE,University of Cambridge,United Kingdom,GB,10.1186/s40478-020-0886-0,"Locus coeruleus pathology in progressive supranuclear palsy, and its relation to disease severity",04/02/2020,Acta Neuropathologica Communications,Springer Science and Business Media LLC,19,TRUE,gold,TRUE
10.1101/19013656,0,0,0,10,10,0,3.333333333,3.333333333,3.33e-10,0,0,0,1,0,0,1,3.869,29956,medrxiv,09/12/2019,FALSE,PSA and VIM DBS efficiency in essential tremor depends on distance to the dentatorubrothalamic tract,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Dembek, T. A.; Petry-Schmelzer, J. N.; Reker, P.; Wirths, J.; Hamacher, S.; Steffen, J. K.; Dafsari, H. S.; Hoevels, M.; Fink, G. R.; Visser-Vandewalle, V.; Barbe, M. T.",11,Till A Dembek,"University of Cologne, Faculty of Medicine",1,PHRASE,University of Cologne,Germany,DE,10.1016/j.nicl.2020.102235,PSA and VIM DBS efficiency in essential tremor depends on distance to the dentatorubrothalamic tract,04/03/2020,NeuroImage: Clinical,Elsevier BV,86,TRUE,gold,TRUE
10.1101/19012823,0,1,3,6,5,-1,1.5,2.5,1,1,0,0,3,0,0,0,2.676,29875,medrxiv,22/11/2019,FALSE,"Access to internet, smartphone usage, and acceptability of mobile health technology among cancer patients",1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,oncology,"Potdar, R.; Thomas, A.; DiMeglio, M.; Mohiuddin, K.; Djibo, D. A.; Laudanski, K.; Dourado, C.; Leighton, J.; Ford, J.",9,Matthew DiMeglio,"DO/MBA Student, Philadelphia College of Osteopathic Medicine, Philadelphia, PA, USA",1,PHRASE,Philadelphia College of Osteopathic Medicine,United States,US,10.1007/s00520-020-05393-1,"Access to internet, smartphone usage, and acceptability of mobile health technology among cancer patients",12/03/2020,Supportive Care in Cancer,Springer Science and Business Media LLC,111,TRUE,green,FALSE
10.1101/19007021,0,0,0,5,6,1,1,3,2,-1,0,0,1,0,0,0,2.766,29584,medrxiv,05/10/2019,FALSE,A validation of machine learning-based risk scores in the prehospital setting,1,NA,NA,NA,NA,cc_by_nd,PUBLISHAHEADOFPRINT,emergency medicine,"Spangler, D. N.; Hermansson, T.; Smekal, D.; Blomberg, H.",4,Douglas Nils Spangler,Uppsala University,1,PHRASE,Uppsala University,Sweden,SE,10.1371/journal.pone.0226518,A validation of machine learning-based risk scores in the prehospital setting,13/12/2019,PLOS ONE,Public Library of Science (PLoS),69,TRUE,gold,TRUE
10.1101/2020.01.27.20018689,0,0,0,16,16,0,3.5,4,0.5,0,0,0,4,0,0,0,3.85,62982,medrxiv,29/01/2020,FALSE,Automatic Detection of Target Engagement in Transcutaneous Cervical Vagal Nerve Stimulation for Traumatic Stress Triggers,3,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Gurel, N. Z.; Wittbrodt, M. T.; Jung, H.; Ladd, S. L.; Shah, A. J.; Vaccarino, V.; Bremner, D.; Inan, O. T.",8,Nil Z Gurel,"School of Electrical and Computer Engineering, Georgia Institute of Technology",1,PHRASE,Georgia Institute of Technology,United States,US,10.1109/jbhi.2020.2981116,Automatic Detection of Target Engagement in Transcutaneous Cervical Vagal Nerve Stimulation for Traumatic Stress Triggers,16/03/2020,IEEE Journal of Biomedical and Health Informatics,Institute of Electrical and Electronics Engineers (IEEE),47,TRUE,green,FALSE
10.1101/19007542,0,1,2,14,20,6,4,5,1,0,0,0,4,0,0,1,4.738,29556,medrxiv,29/09/2019,FALSE,Subacute effects of the psychedelic ayahuasca on the salience and default mode networks,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Pasquini, L.; Palhano-Fontes, F.; de Araujo, D. B.",3,Draulio B de Araujo,"Brain Institute, Federal University Rio Grande do Norte",NA,NA,NA,NA,NA,10.1177/0269881120909409,Subacute effects of the psychedelic ayahuasca on the salience and default mode networks,07/04/2020,Journal of Psychopharmacology,SAGE Publications,191,TRUE,green,FALSE
10.1101/19010975,0,1,3,5,4,-1,1,2,1,1,0,0,9,0,0,0,2.766,29774,medrxiv,04/11/2019,FALSE,Opening the Black Box of Artificial Intelligence for Clinical Decision Support: A Study Predicting Stroke Outcome,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,health informatics,"Zihni, E.; Madai, V. I.; Livne, M.; Galinovic, I.; Khalil, A. A.; Fiebach, J. B.; Frey, D.",7,Vince Istvan Madai,Charite Universitaetsmedizin Berlin,NA,NA,NA,NA,NA,10.1371/journal.pone.0231166,Opening the black box of artificial intelligence for clinical decision support: A study predicting stroke outcome,06/04/2020,PLOS ONE,Public Library of Science (PLoS),154,TRUE,gold,TRUE
10.1101/19008276,0,0,0,2,2,0,1,2,1,NA,0,0,38,0,0,2,NA,29646,medrxiv,18/10/2019,FALSE,Sugar or Salt (SOS): a protocol for a UK multicentre randomised trial of mannitol and hypertonic saline in severe traumatic brain injury and intracranial hypertension,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,intensive care and critical care medicine,"Rowland, M. J.; Veenith, T.; Scomparin, C.; Wilson, M. H.; Hutchinson, P. J.; Kolias, A. G.; Lall, R.; Regan, S.; Mason, J.; Andrews, P. J.; Horner, D.; Naisbitt, J.; Devrell, A.; Malins, A.; Dark, P.; McAuley, D. F.; Perkins, G. D.",17,Matthew James Rowland,"Kadoorie Centre for Critical Care Research, Nuffield Division of Anaesthesia, University of Oxford, Oxford, UK",1,PHRASE,University of Oxford,United Kingdom,GB,10.1177/1751143720901690,Sugar or salt (“SOS”): A protocol for a UK multicentre randomised trial of mannitol and hypertonic saline in severe traumatic brain injury and intracranial hypertension,26/02/2020,Journal of the Intensive Care Society,SAGE Publications,131,TRUE,gold,TRUE
10.1101/19011957,0,0,0,4,4,0,2,4,2,0,1,0,7,0,0,0,4.671,29809,medrxiv,12/11/2019,FALSE,"Impact Of Electronic Health Record Interface Design On Unsafe Prescribing Of Ciclosporin, Tacrolimus and Diltiazem: A Cohort Study In English NHS Primary Care",1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,health informatics,"MacKenna, B.; Bacon, S.; Walker, A. J.; Curtis, H. J.; Croker, R.; Goldacre, B.",6,Ben Goldacre,University of Oxford,1,PHRASE,University of Oxford,United Kingdom,GB,10.2196/17003,"Impact Of Electronic Health Record Interface Design On Unsafe Prescribing Of Ciclosporin, Tacrolimus and Diltiazem: A Cohort Study In English NHS Primary Care (Preprint)",29/02/2020,Journal of Medical Internet Research,JMIR Publications Inc.,109,TRUE,gold,TRUE
